transaction_id,customer_id,store_id,transaction_date,total_amount,customer_phone
T010852,C03297,S011,2023-10-29 11:27:00,51.65,3142187134
T010853,C00788,S011,2023-04-28 09:49:00,-337.08,1302987493
T010854,C04528,S012,2024-04-16 17:54:00,122.12,6892411286
T010855,,S002,2025-08-30 11:40:00,415.8,
T010856,C01438,S006,2023-04-06 13:55:00,28.82,3142264771
T010857,C04254,S010,2024-09-15 21:47:00,185.6,4371338647
T010858,C02254,,2024-01-15 19:00:00,416.98,
T010859,C00128,S003,2025-02-06 14:41:00,441.67,1199660803
T010860,C02458,,2024-04-28 17:24:00,380.84,
T010861,C00432,S014,2025-08-07 15:04:00,487.89,4791644748
T010862,C04933,S007,2023-01-06 20:11:00,246.37,
T010863,C02913,S013,2025-07-08 09:18:00,305.54,91584
T010864,C01261,S002,2023-09-23 12:05:00,159.43,9334388883
T010865,C02792,S011,2023-10-04 11:21:00,380.33,1285337959
T010866,C00396,S011,2023-05-01 12:53:00,485.44,9875917143
T010867,C03982,,2025-06-26 17:55:00,160.62,4049387289
T010868,C04631,S010,2025-06-26 20:04:00,63.84,
T010869,C04372,S005,2025-01-19 09:49:00,190.81,1813127268
T010870,C01680,S006,2023-07-07 13:13:00,414.6,7329274547
T010871,C01611,S007,2023-05-24 15:03:00,426.75,4544719320
T010872,C00188,S003,2024-12-01 21:51:00,383.77,5788256240
T010873,C03238,S003,13-11-2023 13:28,215.78,1264821998
T010874,C02647,S009,2024-04-13 16:18:00,351.65,4298995434
T010875,C02258,S006,2025-04-04 17:58:00,44.13,3095068861
T010876,C04554,S005,2024-07-02 09:58:00,285.51,2386072212
T010877,C00832,S001,2023-04-19 10:55:00,84.77,9977504517
T010878,C00053,S012,2025-06-16 09:39:00,291.17,6783651604
T010879,C00383,S008,2023-12-30 09:01:00,197.3,1968435634
T010880,C01107,S001,2023-04-18 21:11:00,435.7,unknown
T010881,C00179,S013,2024-01-17 21:33:00,325.23,4017399761
T010882,C02489,S010,2023-06-25 09:31:00,269.77,8782346651
T010883,C01550,S003,2023-01-14 11:49:00,426.22,4963773586
T010884,C00911,S003,2023-09-06 10:22:00,239.8,8533155226
T010885,C03726,S001,2023-08-22 12:08:00,276.87,9455440594
T010886,C01028,S004,2023-10-28 16:34:00,148.38,
T010887,C03421,S011,2024-03-11 18:58:00,271.74,2775050394
T010888,C01716,S008,2024-07-21 08:23:00,415.74,7899008451
T010889,C02530,S007,2023-09-07 08:14:00,106.14,7635687581
T010890,C04670,S001,2025-08-22 15:45:00,229.55,8012063764
T010891,C00198,S012,2025-09-23 11:55:00,337.12,
T010892,C02482,S006,05-07-2023 12:00,244.25,4121204853
T010893,C04270,S013,2023-09-17 08:03:00,377.2,5119305270
T010894,C02913,S003,27-06-2023 19:39,86.19,91584
T010895,C01364,S001,2023-12-01 12:36:00,221.18,1445754973
T010896,,S008,2025-05-17 08:05:00,57.6,
T010897,C03395,S014,2024-03-07 17:37:00,149.74,
T010898,C04462,S010,2023-06-11 09:37:00,335.07,6531564334
T010899,C00220,S005,2025-02-19 21:38:00,67.86,2631361814
T010900,C00368,,2024-01-21 11:36:00,286.7,8609371405
T010901,C01608,S007,2023/04/17,267.75,1333701118
T010902,,S007,2024-04-11 19:43:00,180.04,
T010903,C01312,S011,2025-04-28 16:54:00,,7215280320
T010904,C01103,S015,2025-05-19 08:35:00,60.89,2757736540
T010905,C00999,S015,2023-10-04 21:09:00,360.45,
T010906,C00646,S007,2024-10-10 09:07:00,28.36,3462511450
T010907,C04670,S009,2024-05-14 21:20:00,13.11,8012063764
T010908,C00718,S015,2025-01-01 09:58:00,264.58,
T010909,C01027,S015,2025-08-28 16:39:00,260.0,6941898452
T010910,C01210,S011,2023-11-12 15:54:00,336.73,
T010911,C04666,S001,2023-08-20 15:12:00,382.64,2634457388
T010912,C03752,S004,2023-05-27 13:00:00,,8075852944
T010913,C03925,S012,2023-01-15 19:41:00,404.95,7337754651
T010914,C00513,S006,2023-09-10 20:29:00,211.05,2677063782
T010915,C04175,S004,2024-08-29 09:29:00,341.6,9669202810
T010916,,S013,2025-08-28 18:29:00,61.99,
T010917,C01304,,2023-12-11 13:19:00,375.96,9089144961
T010918,C02844,S006,2025-02-16 08:06:00,454.3,6334048503
T010919,C04094,S008,2024-11-07 14:50:00,132.53,
T010920,C03881,S001,2023-04-21 17:21:00,268.86,7981861155
T010921,C04455,S005,2024-11-12 14:27:00,170.7,3044268431
T010922,C04641,S010,2024-09-24 14:19:00,310.13,3964363484
T010923,C01177,S013,2025-01-29 15:14:00,314.6,9651377584
T010924,C02092,S015,2023-02-10 14:29:00,263.05,7474809278
T010925,C00076,S015,2023-07-31 17:30:00,363.77,
T010926,C04405,S009,2023-12-16 10:57:00,52.16,9897877464
T010927,C00769,S012,2025-03-22 10:48:00,246.45,2342774504
T010928,C04309,S014,2024-08-22 09:47:00,227.36,7728339032
T010929,C01626,S002,2024-12-12 12:06:00,451.35,
T010930,C01817,S007,2025-02-18 09:13:00,189.72,
T010931,C00207,S012,2025-01-03 09:27:00,103.5,5257621123
T010932,C01617,,2024-12-26 12:18:00,306.81,1231505971
T010933,C04448,S012,2025-03-17 16:37:00,329.98,9445998283
T010934,C00138,S004,2023-07-20 21:26:00,139.28,3084196800
T010935,C02004,S014,2024-08-20 08:54:00,481.82,2503351107
T010936,C00166,S008,2025-05-19 12:59:00,263.5,
T010937,C01831,S006,2023-11-22 17:10:00,50.77,7899643663
T010938,C00855,S011,2024-06-26 15:43:00,195.45,5857115217
T010939,,S007,2023-05-30 16:54:00,58.3,
T010940,C04395,S005,2023-05-10 14:31:00,89.91,7334323159
T010941,C02146,S009,2023-12-21 16:18:00,196.76,7245585659
T010942,C01351,S015,2023-08-22 11:21:00,491.33,2657809825
T010943,C02917,S013,2025-08-09 14:20:00,451.16,6233686124
T010944,C00710,S008,2023-09-23 16:29:00,142.82,9824068162
T010945,C01278,S005,2025-09-01 17:08:00,206.37,6819923671
T010946,C02718,S015,2024-12-06 08:58:00,205.89,unknown
T010947,C01174,S006,2023-03-14 16:35:00,426.94,6926299035
T010948,C03392,S013,2023-10-15 10:59:00,101.17,
T010949,C02437,S013,2023-08-13 18:06:00,121.7,5866877311
T010950,C03839,S009,2024-05-10 18:57:00,189.68,9552973108
T010951,C04741,S010,2023-12-01 17:38:00,290.43,1914955035
T010952,C00549,S008,2023-07-19 20:31:00,378.76,2227971116
T010953,C01649,S009,2025-03-10 18:57:00,226.74,4001655976
T010954,C01576,S014,2024-03-01 11:33:00,205.58,
T010955,C00752,S008,2023-04-13 11:24:00,381.78,4352023352
T010956,C04037,S012,2024-10-02 16:55:00,152.68,3382137463
T010957,C03777,S012,2025-01-28 12:45:00,300.96,1299520195
T010958,C02406,S003,2024-06-25 09:17:00,130.42,9239781793
T010959,C02663,S013,2025-08-04 15:00:00,473.52,9004368897
T010960,C00305,S008,2023-02-19 19:12:00,366.13,9497774201
T010961,C02758,S004,2023-03-26 19:13:00,87.63,6464069223
T010962,C03931,S007,2024-07-01 19:04:00,178.75,2071909573
T010963,C02837,S011,2023-12-21 17:10:00,321.35,9033303553
T010964,C01314,S015,2024-03-16 14:01:00,460.91,4863336223
T010965,C03326,S013,2023-01-29 08:21:00,422.0,7103714624
T010966,C01778,S015,2024-06-18 15:31:00,207.47,7076185544
T010967,C02706,S002,24-09-2025 20:45,337.6,6268869814
T010968,C02425,S013,2023-03-11 17:04:00,451.91,9207645541
T010969,C01874,S007,2023-05-21 14:34:00,102.83,3023389303
T010970,C03569,S011,2023-02-21 13:06:00,306.83,
T010971,C04431,S008,2025-07-02 13:30:00,176.43,3901360426
T010972,C00034,S012,2023-03-31 15:02:00,248.02,9615195637
T010973,C04669,S001,2025-05-06 15:13:00,314.01,3988155151
T010974,C02528,S008,2023-02-01 21:33:00,52.02,5963047500
T010975,C03476,S003,2024-02-04 12:49:00,381.74,
T010976,C04272,S009,2024-08-31 09:49:00,272.48,8194339230
T010977,C02309,S012,2024-12-09 12:42:00,390.85,2774948208
T010978,C04172,S002,2025-05-11 14:10:00,437.11,9435008099
T010979,C00892,S006,2024-07-12 11:23:00,326.08,6899170146
T010980,C00794,S001,2023-07-09 17:45:00,293.89,
T010981,C03276,S001,2023-02-18 08:46:00,445.94,4521582815
T010982,C04347,S005,2023-08-11 14:52:00,179.75,9834941485
T010983,C04466,S011,2023-03-09 13:52:00,142.72,9563299109
T010984,C03192,S009,2025-09-11 17:30:00,381.05,1581223969
T010985,,S002,2024-02-23 17:44:00,458.02,
T010986,C01637,S004,2023-03-14 10:47:00,296.6,7157548199
T010987,C04909,S009,2025-06-16 14:46:00,190.87,3495614877
T010988,C01578,S004,2024-06-16 19:07:00,128.61,9542125011
T010989,C03702,S004,2025-02-15 09:32:00,344.88,
T010990,C02636,S009,2024-07-22 08:58:00,382.53,8747784429
T010991,C03001,S002,2023-02-22 19:31:00,413.31,1563693332
T010992,C01935,S007,2023-07-19 11:26:00,48.74,3956830566
T010993,C04819,S012,2023-12-12 21:09:00,442.83,2716835041
T010994,C02826,S012,2023-12-08 09:27:00,240.9,1964894068
T010995,C04689,S001,2024-08-10 21:12:00,348.31,1618056411
T010996,C00044,,2023-12-11 21:02:00,96.0,6965191903
T010997,C02836,S002,2024-11-09 19:21:00,256.97,
T010998,C03557,S013,2024-09-25 20:13:00,483.59,9105476181
T010999,C03705,S009,2024-01-07 19:23:00,22.29,5215541614
T011000,C04535,S001,2023-11-26 10:39:00,213.22,33818
T011001,C00026,S014,2025-04-23 15:55:00,89.67,4425358202
T011002,C00002,S002,29-06-2024 12:00,-360.89,1747001212
T011003,C02333,S012,2024-07-17 09:06:00,416.57,4458529571
T011004,C00155,S014,2025-05-10 14:06:00,211.31,4486959954
T011005,C04874,S015,2023-12-31 18:22:00,322.04,3578922554
T011006,C01104,S005,2024-12-06 11:02:00,321.04,29623
T011007,C02336,S013,2023-12-20 16:45:00,425.17,6547660559
T011008,C00311,S010,2024-05-01 13:15:00,147.66,4588239629
T011009,C02577,S013,01-09-2024 18:44,182.9,4857372584
T011010,C01866,S012,2023-02-05 14:10:00,14.64,
T011011,C00239,S014,2024-02-16 08:06:00,271.17,8179427765
T011012,C01650,S015,2024-01-07 10:35:00,59.33,1213565504
T011013,C01921,S012,2024-03-13 18:36:00,102.43,
T011014,C04950,S001,2023-08-20 14:33:00,457.02,unknown
T011015,C01049,S015,2024-12-02 09:11:00,157.29,
T011016,C02706,S009,2023-03-08 10:10:00,340.05,6268869814
T011017,C04942,S005,2024-06-24 10:51:00,104.76,7658366695
T011018,C03936,S012,2024-12-04 08:24:00,75.64,5583614368
T011019,C04969,S014,2023-09-01 19:18:00,457.13,4759872384
T011020,C04842,S014,2024-07-06 13:10:00,221.55,
T011021,C02432,S011,2024-09-06 20:28:00,491.28,
T011022,C03453,S004,2023-10-22 17:49:00,90.41,
T011023,C00532,S010,2024-09-30 15:12:00,146.13,3391758400
T011024,C02174,S001,2024-07-14 20:58:00,148.97,7346964621
T011025,C04036,S001,2024-04-15 21:01:00,318.12,6784532788
T011026,C02501,S009,2025-06-03 11:29:00,443.39,3904071556
T011027,C03484,S011,2024-04-15 10:00:00,400.73,4284717118
T011028,C03707,S005,2024-09-13 11:49:00,415.79,5294520224
T011029,C01243,S009,2025-06-08 15:48:00,399.83,8124471157
T011030,C04384,S005,2023-01-16 21:02:00,327.73,6524581717
T011031,C02261,S010,2025-03-09 18:47:00,384.57,6993007231
T011032,C01055,S005,,,1959568572
T011033,C04323,S001,2025-04-30 20:39:00,296.31,2014291012
T011034,C02066,S005,2023-11-28 14:33:00,219.38,5442882311
T011035,C03726,S007,2023-09-27 20:19:00,411.13,9455440594
T011036,C02723,S006,2023-05-25 10:02:00,125.41,
T011037,C01876,S011,2023-01-28 10:39:00,351.69,4635128793
T011038,C04037,S008,2023-01-06 13:48:00,38.59,3382137463
T011039,C02890,S014,2024-05-13 20:27:00,230.74,8642585504
T011040,C01917,S008,2023-12-11 15:24:00,158.6,1023128835
T011041,C00531,,2025-04-03 15:42:00,404.0,1069213276
T011042,C04476,S003,2024-07-28 20:14:00,458.4,2416410783
T011043,C00192,S014,2025-01-18 15:23:00,241.23,4387557976
T011044,C04314,S010,2023-05-11 15:19:00,145.46,5058382607
T011045,C01773,S008,2025-02-10 15:20:00,24.65,
T011046,C03166,S013,2023-09-10 18:05:00,340.67,7289739432
T011047,C04618,S009,2025-08-10 09:14:00,313.94,9056117336
T011048,C00754,S011,2024-07-10 16:28:00,466.92,
T011049,C02804,S009,2023-09-27 11:31:00,231.85,8526654935
T011050,C03802,S005,2023-09-06 11:27:00,488.92,9738909646
T011051,C03767,S004,2024-09-22 18:28:00,194.18,2704887189
T011052,C02596,S005,2024-02-15 08:54:00,55.72,1531309294
T011053,C03089,S013,2024-06-28 14:52:00,351.99,2435388421
T011054,C03766,S009,2024-11-29 17:01:00,56.84,4005510858
T011055,C04195,S015,2023-12-10 19:06:00,76.37,3082449723
T011056,C03787,S015,2023-04-07 20:35:00,323.18,1085478313
T011057,C01739,S009,2024-10-05 17:45:00,290.15,4906471034
T011058,C04987,S002,2023-10-26 15:18:00,284.87,1711171229
T011059,C02139,S015,2023-07-01 18:31:00,235.43,5608135542
T011060,C00131,S004,2023-08-27 19:22:00,276.18,7732515088
T011061,C01783,S008,2024-10-20 20:43:00,432.34,
T011062,C00622,S009,2023-05-04 20:47:00,456.01,48891
T011063,C00578,S013,2024-09-23 11:05:00,411.76,
T011064,C01387,S007,2023-04-03 12:50:00,327.91,4934143654
T011065,C00269,S002,2025-02-11 18:49:00,483.33,93371
T011066,C03426,S005,2025-06-11 15:24:00,,
T011067,C00385,S001,2023-05-03 16:46:00,149.14,5271095169
T011068,C01024,S005,2025-02-17 16:41:00,374.8,1202468092
T011069,C00470,S004,2023-04-10 17:29:00,186.23,4104510532
T011070,C00322,S003,2023-04-30 12:08:00,333.51,
T011071,C01327,S006,2023-06-02 19:48:00,79.08,7385340236
T011072,C02827,S008,2025-03-15 20:52:00,156.76,7042157721
T011073,C04819,S008,2025/02/27,272.22,2716835041
T011074,C04383,S002,2023-07-30 13:04:00,,8109070705
T011075,C04385,S004,2023-08-20 21:01:00,97.69,9813733313
T011076,C00880,S015,2024-08-21 21:58:00,332.61,
T011077,C01312,S011,2023-02-07 20:43:00,496.29,
T011078,C00394,S009,2024-06-15 18:57:00,200.36,6007012792
T011079,C03879,S015,2024-08-21 18:21:00,232.56,1248321970
T011080,C00364,S011,2025-05-07 16:07:00,52.76,6472586664
T011081,C02766,S006,2023-11-23 18:23:00,64.86,2993652054
T011082,C01221,S003,2024-09-04 11:35:00,147.46,8128611461
T011083,C01198,S012,2023-04-30 13:42:00,407.96,8271443165
T011084,C04956,S001,29-06-2023 17:58,172.11,5264046641
T011085,C03760,S003,2025-08-30 20:57:00,236.31,8589819706
T011086,C04176,S014,2024-05-27 13:33:00,380.38,8554016886
T011087,C02828,S009,2025-04-28 12:07:00,75.06,
T011088,C04350,S007,2024-02-07 15:33:00,459.68,8309227163
T011089,C03198,S003,2023-01-25 13:00:00,,
T011090,C04728,S014,2025-03-28 10:44:00,439.92,9283671031
T011091,C01385,S015,2024-02-13 08:51:00,83.12,9789166890
T011092,C02944,S011,2025-07-04 10:14:00,250.71,7353512397
T011093,C03432,S002,2024-09-30 09:47:00,33.47,
T011094,C01932,S002,2023-11-01 16:20:00,,7819061690
T011095,C04405,S011,2024-02-25 09:32:00,399.46,9897877464
T011096,C04907,S004,2025-01-27 21:10:00,425.71,9649159391
T011097,C02452,S007,2023-12-06 12:18:00,422.14,4152166015
T011098,C01917,S008,2024-11-21 13:31:00,467.91,1023128835
T011099,C02329,S001,2024-03-11 10:56:00,297.49,8044289405
T011100,C04260,S014,2025-01-25 10:48:00,273.84,
T011101,C03198,S010,2025-07-16 20:24:00,149.08,
T011102,C00239,S010,2025-07-19 21:23:00,419.57,8179427765
T011103,C02695,S015,2024-09-02 08:32:00,265.53,3352839615
T011104,C00092,S010,2025-08-28 15:59:00,305.54,2406395382
T011105,C03879,S003,2024-01-28 15:47:00,24.01,
T011106,C01620,S002,2024-08-20 20:05:00,248.65,6098453738
T011107,C02329,S007,2025-02-01 12:01:00,63.77,8044289405
T011108,C03976,S010,2023-03-20 08:06:00,223.72,1073838322
T011109,C00243,S014,2025-01-19 09:12:00,189.49,9736827390
T011110,C00790,S009,2023-10-09 11:28:00,282.83,
T011111,C01956,S012,2023-02-23 08:42:00,20.1,9614485520
T011112,C01143,S013,2023-04-25 12:53:00,201.4,4812147194
T011113,C01665,S007,2025-08-01 10:59:00,346.2,2911532652
T011114,C04991,S008,2024-05-20 19:15:00,393.56,3272011941
T011115,C04115,S014,2025-09-05 17:06:00,69.68,8739647151
T011116,C04431,S013,2024-01-16 18:35:00,184.59,3901360426
T011117,C04683,S006,2023-10-12 19:23:00,458.36,5136734920
T011118,C01674,S014,2023/07/20,55.5,5896878507
T011119,C01462,S010,2024-05-22 17:26:00,261.9,3401900168
T011120,C01158,S004,2023-04-13 21:04:00,268.59,7055557092
T011121,C04139,S007,2023-04-24 11:40:00,226.05,2907583938
T011122,C03393,S001,2024-02-26 08:29:00,108.46,2495423553
T011123,C01168,S011,2024-01-12 08:13:00,103.1,6433285269
T011124,C01855,S008,2025-07-20 19:31:00,344.6,
T011125,C02505,S002,2024-06-01 17:11:00,325.86,
T011126,C02619,S001,2025-02-23 19:40:00,195.93,7167061849
T011127,C04450,S010,2023-02-04 19:15:00,349.89,
T011128,C01870,S012,2024-03-30 21:08:00,346.82,4043050208
T011129,C04557,S013,2025-08-26 18:36:00,241.16,
T011130,C02176,S012,2024-02-14 08:06:00,171.04,4243345628
T011131,C03710,S010,2025-08-27 16:11:00,181.99,7196997717
T011132,C04652,S009,2025-08-22 15:23:00,324.09,6784979945
T011133,C04552,S009,2023-12-17 15:07:00,177.12,
T011134,C00283,S003,2023-11-01 15:54:00,165.83,1487598940
T011135,C01036,S011,2024-03-05 13:45:00,191.63,2978842645
T011136,C02359,S013,05-09-2024 08:00,374.48,8048408600
T011137,C02125,S011,2025-09-23 19:57:00,11.6,
T011138,C03177,S003,2024-12-16 15:25:00,46.52,7002836354
T011139,C04720,,2023-04-18 20:41:00,231.09,7257814919
T011140,C00533,S006,2023-07-28 10:40:00,170.31,2757283665
T011141,C02222,S012,2023-10-28 19:48:00,238.11,6312150638
T011142,C00977,S005,2023-11-08 09:01:00,281.53,8391133760
T011143,C04472,S003,22-05-2025 18:32,219.2,2049698524
T011144,C04819,S003,2023-04-30 17:17:00,71.9,2716835041
T011145,C02373,S010,2023-06-03 14:50:00,421.3,40440
T011146,C00510,S014,2023-05-03 10:46:00,293.01,7422053583
T011147,C03906,S008,2023-05-10 08:28:00,285.7,6974614981
T011148,C03455,S014,2024-12-30 17:09:00,270.68,2706637595
T011149,C01742,S007,2023-05-08 21:22:00,148.67,1381491507
T011150,C04446,S009,2024-05-22 16:56:00,443.68,
T011151,C04882,S011,2024-02-08 19:51:00,103.72,2854284953
T011152,C02773,S003,2025-04-15 08:25:00,125.0,8682548963
T011153,C02801,S005,2023-08-13 19:55:00,444.41,
T011154,C01464,S015,2024-09-23 16:20:00,53.05,8195052136
T011155,C02890,S008,2024-12-07 12:12:00,399.8,8642585504
T011156,C02166,S003,2024-03-03 14:58:00,116.95,3965126810
T011157,C01477,S014,2023-11-24 12:36:00,28.51,6307853068
T011158,C00350,S015,2024-12-14 09:58:00,297.27,9734257839
T011159,C01241,S003,2025-02-25 16:06:00,57.67,8083951122
T011160,C01006,S007,2024-12-11 09:26:00,391.74,4838099755
T011161,C02695,S004,2023-06-26 10:16:00,492.19,3352839615
T011162,C02969,S011,2023-01-19 21:50:00,427.31,1781839661
T011163,C03001,S003,2023-06-30 10:43:00,26.91,1563693332
T011164,C01909,S013,2024-01-18 18:40:00,466.44,4803408918
T011165,C02080,S013,2023-06-13 08:35:00,141.38,7373414090
T011166,C04163,S012,2025-06-16 10:46:00,495.16,
T011167,C02355,S009,2023-03-15 14:13:00,489.36,2739039526
T011168,,S009,2024-06-13 16:03:00,484.74,
T011169,C02166,S007,2024-09-24 16:11:00,384.19,
T011170,C03221,S006,2024-04-26 21:29:00,121.38,
T011171,C00257,S002,2023-09-25 21:24:00,73.07,6675329433
T011172,C03249,S011,2024-08-03 09:36:00,461.41,4688678643
T011173,C04257,S006,2024-11-11 08:14:00,193.49,3399620050
T011174,C04712,S007,2024-10-19 09:45:00,341.1,7162680667
T011175,C04989,S009,2025-03-15 21:30:00,360.69,
T011176,C01389,S007,2024-08-18 20:34:00,36.63,2107562960
T011177,C02843,S012,2023-11-08 19:13:00,497.86,4803070013
T011178,C02216,S011,2023-03-31 19:26:00,342.39,6914211770
T011179,C02792,S001,2024-12-04 09:49:00,236.63,
T011180,C00786,S014,2024-06-06 10:41:00,438.96,
T011181,C04276,S004,2024-11-10 20:16:00,161.79,
T011182,C04560,S012,2023-04-18 16:18:00,284.96,8047907562
T011183,C02212,S012,2024-11-22 18:36:00,52.33,3802788903
T011184,C01382,S009,2023-03-23 20:27:00,296.31,8388371524
T011185,C00706,S007,2025-06-14 15:39:00,50.27,
T011186,C03403,S011,2023-07-21 19:36:00,41.65,
T011187,C01540,S014,2023-09-16 19:41:00,240.28,6755421473
T011188,C04560,S004,2025-02-19 11:03:00,453.78,8047907562
T011189,C03341,S001,2023/06/10,63.88,5893293820
T011190,C03198,S011,2024-04-21 14:31:00,425.98,3813644828
T011191,C02783,S008,2024-07-17 13:55:00,139.5,3175087199
T011192,C00242,S014,2024-01-25 17:29:00,135.74,2231688519
T011193,C04661,S007,2025-03-20 17:21:00,348.53,7635075088
T011194,C03103,S013,2025-04-30 21:49:00,496.49,4659625582
T011195,C04972,S009,2024-08-27 10:22:00,456.54,4722210418
T011196,C02662,S014,2023-01-14 12:42:00,230.01,7949223750
T011197,C03513,S014,17-07-2024 21:01,360.58,
T011198,C00280,S008,2023-04-23 09:45:00,311.73,2907001957
T011199,C03129,S009,09-06-2025 18:20,332.83,9972349158
T011200,C03803,S010,2023-03-14 16:30:00,386.72,7834645641
T011201,C03879,S015,2025-03-20 10:05:00,476.91,1248321970
T011202,C03832,S004,2024-08-03 13:39:00,108.47,4873624345
T011203,C01122,S014,2024-02-09 19:31:00,323.05,6089109893
T011204,C04880,S003,2024-05-22 21:27:00,207.04,1538629412
T011205,,S012,2025-06-19 08:21:00,422.44,
T011206,C00391,S012,2023-01-28 15:18:00,355.05,5421360433
T011207,C04680,S001,2024-05-06 14:12:00,56.24,3635523463
T011208,C01428,S009,2025-03-02 16:04:00,107.42,
T011209,C03429,S007,2024-08-03 14:03:00,463.04,
T011210,C01665,S007,2023-07-03 08:52:00,188.52,
T011211,C04841,S007,2023-10-10 17:26:00,339.33,3815667703
T011212,C00501,S014,2023-11-24 12:32:00,130.1,9024673414
T011213,C02472,S007,2024-01-08 20:57:00,388.07,1702619386
T011214,C02110,S003,2025-05-18 18:02:00,111.58,2358403760
T011215,C01612,S011,2024-05-29 14:39:00,343.41,2099743710
T011216,C03198,S010,2024-07-12 11:01:00,434.53,3813644828
T011217,,S012,2024-12-13 17:36:00,154.97,
T011218,C03553,S013,2023-03-10 12:00:00,254.4,
T011219,C04911,S005,2023-02-18 13:36:00,20.44,1643848972
T011220,C04015,S002,2023-04-06 13:58:00,271.37,
T011221,C04302,S011,2023-07-25 09:01:00,203.72,8215740303
T011222,C01772,S008,2023-03-01 15:14:00,243.62,97724
T011223,C01606,S001,2024-05-30 20:29:00,419.67,1379691909
T011224,C02554,S008,2024-01-23 08:56:00,290.02,8785222919
T011225,C00242,S001,2023-12-19 08:47:00,111.67,2231688519
T011226,C04725,S011,2024-02-25 14:47:00,420.42,8719224352
T011227,,S012,2024-01-02 17:23:00,306.95,
T011228,C04524,S005,2023-06-10 17:33:00,,2524358361
T011229,C00426,S009,2025-06-15 21:13:00,447.14,3266373918
T011230,C04094,S013,2024-09-14 08:28:00,402.94,1876891316
T011231,C00756,S004,2025-04-22 16:16:00,131.67,
T011232,,S008,2024-06-13 11:58:00,87.27,
T011233,C03570,S013,,41.75,8259772191
T011234,C01380,S013,2024-05-10 17:58:00,471.79,5894636454
T011235,C03535,S010,2023-05-03 20:19:00,36.33,9632726931
T011236,C02756,S008,2023-11-28 16:28:00,400.63,1337685443
T011237,C00527,S015,2023-01-01 09:01:00,140.99,6802797161
T011238,C04663,S009,2023-05-15 18:11:00,82.4,9952566561
T011239,,S010,2025-07-28 18:36:00,462.11,
T011240,C03650,S004,2023-10-18 10:32:00,121.27,9893915939
T011241,C02483,S001,2023/05/23,255.8,3454326355
T011242,C02981,S014,2024-06-22 10:01:00,228.64,6157094446
T011243,C01479,S008,2025-04-10 21:57:00,226.52,4057481628
T011244,C01015,S008,2025-08-20 19:33:00,-369.03,
T011245,C02697,S015,2025-03-29 16:14:00,,8675417336
T011246,C02167,S011,2023-03-19 11:18:00,29.56,5346663342
T011247,C01915,S014,2024-10-22 15:58:00,369.72,7853015351
T011248,C03353,,2025-09-20 15:56:00,236.43,5301044342
T011249,C03432,S012,2024-12-14 19:27:00,363.14,
T011250,C00242,S013,2023-09-17 18:30:00,83.54,2231688519
T011251,C01666,S014,2024-07-28 13:41:00,224.52,
T011252,C02031,S006,2025-09-24 15:14:00,390.4,
T011253,C00482,S006,2024-10-27 14:05:00,176.63,9053336691
T011254,C01167,S015,2024-11-04 20:25:00,177.49,8037792742
T011255,C00262,S010,2023-05-26 16:09:00,253.37,4162462431
T011256,C04984,S014,2024-04-02 17:11:00,29.69,3289812644
T011257,C03657,S012,2024-06-12 08:02:00,184.75,9694191699
T011258,C00446,S015,2023-07-03 20:17:00,249.93,4294820432
T011259,C00113,S011,2024-07-28 19:34:00,216.75,4306305130
T011260,C03570,S013,2023-12-22 14:40:00,61.13,8259772191
T011261,,S014,2024-05-04 12:09:00,54.68,
T011262,C03915,S015,2024-11-07 18:54:00,36.07,4477208045
T011263,C04622,S001,2025-09-13 21:28:00,211.07,1077307944
T011264,C02960,S011,2025-05-01 11:39:00,322.18,1536227695
T011265,C00944,S006,2023-10-23 18:42:00,425.65,5632943171
T011266,C03893,S006,2023-08-10 20:12:00,280.68,9042852977
T011267,C04770,S006,2023-07-20 12:28:00,221.41,6788264031
T011268,C02871,S012,2023-05-11 18:46:00,394.67,4072964883
T011269,C03398,S015,2023-05-22 15:58:00,11.27,1034310155
T011270,C01665,S009,2023-08-12 09:46:00,397.13,2911532652
T011271,C01875,S010,01-01-2025 08:49,417.43,6766645275
T011272,C03650,S014,2024-05-19 21:08:00,84.8,9893915939
T011273,C04641,S001,2023-10-04 15:44:00,146.11,3964363484
T011274,C03110,S002,05-12-2024 13:08,,2868325844
T011275,C03925,S012,2024-08-10 17:31:00,395.84,7337754651
T011276,C00850,S008,2024-09-23 18:51:00,77.84,7153589058
T011277,C01061,S011,2025-03-19 09:02:00,227.3,
T011278,C02637,S011,2023-04-14 15:32:00,186.2,unknown
T011279,C00885,S003,2023-10-27 15:56:00,137.24,4119350149
T011280,C03142,S010,2023-08-27 13:07:00,198.06,3881199545
T011281,,S012,2024-11-15 09:35:00,464.3,
T011282,C03931,S012,2024-01-22 08:26:00,334.39,2071909573
T011283,C04034,S013,2024/11/28,410.96,
T011284,C02283,S013,2023-05-26 12:46:00,162.37,2154370567
T011285,,S002,2025-06-13 13:44:00,36.52,
T011286,C03205,S011,2023-04-03 20:44:00,123.78,3981483184
T011287,C04967,S001,2023-06-01 12:53:00,26.12,6861465809
T011288,C03078,S006,,472.39,
T011289,C00192,S002,2024/10/08,139.72,4387557976
T011290,C00092,S008,2024-10-31 09:44:00,115.93,
T011291,C01583,S015,2024-06-04 13:07:00,109.05,4946497756
