transaction_id,customer_id,store_id,transaction_date,total_amount,customer_phone,rejection_reason
T013218,,S010,2024-11-06 14:25:00,88.12,,Missing customer_id - cannot attribute transaction
T013221,,S012,2024-01-20 10:20:00,177.53,,Missing customer_id - cannot attribute transaction
T013226,,S002,2023-03-01 11:52:00,376.07,,Missing customer_id - cannot attribute transaction
T013232,,S015,2025-04-01 14:02:00,458.48,,Missing customer_id - cannot attribute transaction
T013238,,S005,2025-08-22 20:40:00,449.23,,Missing customer_id - cannot attribute transaction
T013251,,S013,2023-06-17 14:19:00,362.8,,Missing customer_id - cannot attribute transaction
T013274,,S010,2025-03-31 18:35:00,136.55,,Missing customer_id - cannot attribute transaction
T013282,,S015,2024-10-24 13:23:00,481.74,,Missing customer_id - cannot attribute transaction
T013325,,S015,2025-09-25 19:57:00,295.43,,Missing customer_id - cannot attribute transaction
T013326,,S006,2025-05-18 19:32:00,143.49,,Missing customer_id - cannot attribute transaction
T013353,,S015,2023-08-19 19:02:00,474.9,,Missing customer_id - cannot attribute transaction
T013385,,S015,2024/04/21,170.64,,Missing customer_id - cannot attribute transaction
T013387,,S014,2023-01-10 17:44:00,224.14,,Missing customer_id - cannot attribute transaction
T013395,,S002,2025-06-03 21:53:00,489.21,,Missing customer_id - cannot attribute transaction
T013435,,S004,2025-01-06 08:58:00,245.54,,Missing customer_id - cannot attribute transaction
T013449,,S011,2024-06-03 09:14:00,280.59,,Missing customer_id - cannot attribute transaction
T013450,,S007,2023-10-17 08:31:00,72.78,,Missing customer_id - cannot attribute transaction
T013457,,S004,2024-03-25 10:32:00,226.25,,Missing customer_id - cannot attribute transaction
T013488,,S001,2025-05-10 21:51:00,345.64,,Missing customer_id - cannot attribute transaction
T013498,,S008,2025-04-06 17:12:00,358.04,,Missing customer_id - cannot attribute transaction
T013503,,S012,2024-03-24 13:03:00,496.48,,Missing customer_id - cannot attribute transaction
T013517,,S004,2024-10-05 15:43:00,333.75,,Missing customer_id - cannot attribute transaction
T013549,,S011,2023-09-24 08:12:00,451.9,,Missing customer_id - cannot attribute transaction
T013606,,S005,2023-05-12 11:38:00,328.2,,Missing customer_id - cannot attribute transaction
T013609,,S015,2023-09-15 14:27:00,366.11,,Missing customer_id - cannot attribute transaction
T013620,,S013,2023-04-29 20:05:00,38.54,,Missing customer_id - cannot attribute transaction
T013671,,S004,2025-07-16 14:18:00,346.33,,Missing customer_id - cannot attribute transaction
T013676,,S001,2023-01-31 14:35:00,145.9,,Missing customer_id - cannot attribute transaction
T013709,,S003,2023-06-12 09:17:00,165.72,,Missing customer_id - cannot attribute transaction
T013724,,S008,2023-01-04 20:44:00,86.26,,Missing customer_id - cannot attribute transaction
T013749,,S008,2025-06-18 19:45:00,37.95,,Missing customer_id - cannot attribute transaction
T013750,,S009,2024-12-11 15:41:00,417.67,,Missing customer_id - cannot attribute transaction
T013761,,S009,2025-05-13 08:11:00,198.31,,Missing customer_id - cannot attribute transaction
T013765,,S003,2023-01-11 12:48:00,374.18,,Missing customer_id - cannot attribute transaction
T013797,,S009,2025-03-06 19:03:00,244.15,,Missing customer_id - cannot attribute transaction
T013831,,S002,2024-11-24 10:30:00,185.4,,Missing customer_id - cannot attribute transaction
T013844,,S001,2024-02-08 15:27:00,-424.5,,Missing customer_id - cannot attribute transaction
T013856,,S008,2025-05-09 15:34:00,63.83,,Missing customer_id - cannot attribute transaction
T013875,,S015,2025-06-16 09:02:00,323.84,,Missing customer_id - cannot attribute transaction
T013913,,S001,2024-03-30 10:41:00,308.01,,Missing customer_id - cannot attribute transaction
T013923,,S013,2025-01-09 17:03:00,343.07,,Missing customer_id - cannot attribute transaction
T013945,,S014,2025-07-12 13:45:00,396.94,,Missing customer_id - cannot attribute transaction
T013949,,S002,2024-05-28 14:44:00,384.12,,Missing customer_id - cannot attribute transaction
T013955,,S015,2024-12-09 20:15:00,305.08,,Missing customer_id - cannot attribute transaction
T013974,,S010,2024-01-21 11:18:00,245.46,,Missing customer_id - cannot attribute transaction
T014002,,S010,2024-07-29 18:30:00,444.35,,Missing customer_id - cannot attribute transaction
T014008,,S010,2025-08-09 20:42:00,449.55,,Missing customer_id - cannot attribute transaction
T014014,,S012,2024-02-27 12:35:00,469.69,,Missing customer_id - cannot attribute transaction
T014022,,S007,2025-01-01 09:13:00,285.77,,Missing customer_id - cannot attribute transaction
T014057,,S005,2023-07-18 08:12:00,254.88,,Missing customer_id - cannot attribute transaction
T014108,,S009,10-03-2025 21:22,398.3,,Missing customer_id - cannot attribute transaction
T014120,,S009,2023-11-04 08:12:00,254.42,,Missing customer_id - cannot attribute transaction
T014131,,S006,2023-04-12 19:40:00,207.16,,Missing customer_id - cannot attribute transaction
T014132,,S009,2023/08/24,131.67,,Missing customer_id - cannot attribute transaction
T014144,,S005,2025-02-02 13:40:00,272.88,,Missing customer_id - cannot attribute transaction
T014186,,S009,22-08-2025 20:20,313.36,,Missing customer_id - cannot attribute transaction
T014233,,S004,2025-01-31 13:37:00,300.26,,Missing customer_id - cannot attribute transaction
T014260,,S011,2024-02-14 13:30:00,162.77,,Missing customer_id - cannot attribute transaction
T014278,,S007,2025-03-24 13:37:00,41.92,,Missing customer_id - cannot attribute transaction
T014293,,S005,2025/04/10,400.97,,Missing customer_id - cannot attribute transaction
T014309,,S010,2023-07-27 15:14:00,483.77,,Missing customer_id - cannot attribute transaction
T014316,,S014,2025-06-09 15:28:00,269.88,,Missing customer_id - cannot attribute transaction
T014370,,S001,2023-11-14 09:31:00,122.23,,Missing customer_id - cannot attribute transaction
T014399,,S009,2024-01-14 14:07:00,431.97,,Missing customer_id - cannot attribute transaction
T014475,,S010,2023-01-30 20:06:00,409.98,,Missing customer_id - cannot attribute transaction
T014502,,S008,2024-01-28 11:16:00,328.15,,Missing customer_id - cannot attribute transaction
T014529,,S004,2024-06-17 18:29:00,159.52,,Missing customer_id - cannot attribute transaction
T014535,,S006,2025-04-04 14:35:00,408.43,,Missing customer_id - cannot attribute transaction
T014555,,S014,2024-01-30 15:17:00,19.47,,Missing customer_id - cannot attribute transaction
T014566,,S011,2023-07-31 13:03:00,346.82,,Missing customer_id - cannot attribute transaction
T014583,,S006,2023-10-10 12:31:00,,,Missing customer_id - cannot attribute transaction
T014641,,,2023-10-24 21:58:00,107.97,,Missing customer_id - cannot attribute transaction
T014689,,S009,2023-08-02 09:52:00,177.09,,Missing customer_id - cannot attribute transaction
T014691,,S007,2023-07-05 15:32:00,327.88,,Missing customer_id - cannot attribute transaction
T014698,,S013,2024-08-06 08:35:00,96.85,,Missing customer_id - cannot attribute transaction
T014718,,S010,2025-02-18 21:31:00,,,Missing customer_id - cannot attribute transaction
T014747,,S009,2024/11/13,317.72,,Missing customer_id - cannot attribute transaction
T014751,,S013,2023-12-20 12:48:00,336.83,,Missing customer_id - cannot attribute transaction
T014758,,S007,2025-02-25 21:29:00,398.43,,Missing customer_id - cannot attribute transaction
T014765,,S007,2023-06-30 10:30:00,315.1,,Missing customer_id - cannot attribute transaction
T014767,,S006,2025-03-20 18:06:00,215.46,,Missing customer_id - cannot attribute transaction
T014770,,S004,2024-02-13 11:49:00,485.15,,Missing customer_id - cannot attribute transaction
T014816,,S009,2023-06-29 15:29:00,146.67,,Missing customer_id - cannot attribute transaction
T014870,,S014,2024-02-26 12:17:00,455.86,,Missing customer_id - cannot attribute transaction
T014908,,S009,2023-07-19 19:31:00,412.3,,Missing customer_id - cannot attribute transaction
T014917,,S010,2023-06-21 20:54:00,483.8,,Missing customer_id - cannot attribute transaction
T014932,,S010,2025-06-13 12:24:00,274.97,,Missing customer_id - cannot attribute transaction
T014936,,S001,2023-02-11 08:28:00,281.44,,Missing customer_id - cannot attribute transaction
T014943,,S002,2025-09-24 15:53:00,22.78,,Missing customer_id - cannot attribute transaction
T014971,,S012,2023-11-19 15:39:00,454.33,,Missing customer_id - cannot attribute transaction
T014989,,S002,2023-04-08 18:13:00,450.47,,Missing customer_id - cannot attribute transaction
T015012,,S012,2023-06-21 16:31:00,25.98,,Missing customer_id - cannot attribute transaction
T015027,,S014,2025-08-27 19:43:00,232.06,,Missing customer_id - cannot attribute transaction
T015053,,S009,2025-08-24 12:50:00,10.25,,Missing customer_id - cannot attribute transaction
T015060,,S005,2023-10-11 09:48:00,360.03,,Missing customer_id - cannot attribute transaction
T015068,,S014,12-03-2023 19:06,160.26,,Missing customer_id - cannot attribute transaction
T015116,,S005,2023-12-21 19:38:00,225.99,,Missing customer_id - cannot attribute transaction
T015154,,S001,2024-05-24 11:10:00,86.91,,Missing customer_id - cannot attribute transaction
T015164,,S012,2023-04-11 10:14:00,290.13,,Missing customer_id - cannot attribute transaction
T015171,,S003,2023-03-26 11:50:00,422.85,,Missing customer_id - cannot attribute transaction
T015232,,S001,2025-04-09 17:25:00,440.53,,Missing customer_id - cannot attribute transaction
T015234,,S005,2023-05-10 18:05:00,248.06,,Missing customer_id - cannot attribute transaction
T015241,,S012,2024-06-21 20:09:00,217.76,,Missing customer_id - cannot attribute transaction
T015243,,S004,2024-07-02 18:48:00,230.88,,Missing customer_id - cannot attribute transaction
T015256,,S011,2024-08-27 16:52:00,286.34,,Missing customer_id - cannot attribute transaction
T015273,,S005,2024-12-28 16:12:00,301.9,,Missing customer_id - cannot attribute transaction
T015314,,S008,2024-10-08 12:51:00,158.49,,Missing customer_id - cannot attribute transaction
T015322,,S013,2023-05-03 20:09:00,465.9,,Missing customer_id - cannot attribute transaction
T015336,,S011,2025-01-15 16:15:00,,,Missing customer_id - cannot attribute transaction
T015347,,S013,2023-12-13 11:45:00,,,Missing customer_id - cannot attribute transaction
T015360,,S004,2023-03-25 12:32:00,111.09,,Missing customer_id - cannot attribute transaction
T015396,,S010,2025-05-07 13:38:00,116.58,,Missing customer_id - cannot attribute transaction
T015397,,S003,2025-01-20 17:41:00,408.69,,Missing customer_id - cannot attribute transaction
T015419,,S004,2024-05-28 09:03:00,185.01,,Missing customer_id - cannot attribute transaction
T015430,,S012,2024-09-18 11:21:00,26.13,,Missing customer_id - cannot attribute transaction
T015449,,S005,2025-06-11 19:10:00,15.9,,Missing customer_id - cannot attribute transaction
T015496,,S001,2023-08-18 14:48:00,339.16,,Missing customer_id - cannot attribute transaction
T015501,,S006,2023-04-13 10:27:00,476.93,,Missing customer_id - cannot attribute transaction
T015520,,S011,2023-11-16 19:36:00,246.05,,Missing customer_id - cannot attribute transaction
T015524,,S015,2023-10-01 19:28:00,318.42,,Missing customer_id - cannot attribute transaction
T015583,,S013,2023-08-25 13:27:00,402.83,,Missing customer_id - cannot attribute transaction
T015637,,S008,2025-06-06 12:52:00,324.79,,Missing customer_id - cannot attribute transaction
T015669,,S014,2023-08-15 16:44:00,169.58,,Missing customer_id - cannot attribute transaction
T015671,,S004,2024-12-01 13:01:00,311.97,,Missing customer_id - cannot attribute transaction
T015723,,S004,2023-01-07 14:32:00,202.03,,Missing customer_id - cannot attribute transaction
T015730,,S015,2023-12-10 12:09:00,316.3,,Missing customer_id - cannot attribute transaction
T015748,,S005,2024-01-10 10:08:00,160.77,,Missing customer_id - cannot attribute transaction
T015755,,S004,2024-09-21 14:56:00,350.48,,Missing customer_id - cannot attribute transaction
T015758,,S003,2024-11-11 12:34:00,93.98,,Missing customer_id - cannot attribute transaction
T015772,,S013,2024-01-18 08:46:00,294.74,,Missing customer_id - cannot attribute transaction
T015776,,S013,2023-02-12 16:50:00,330.6,,Missing customer_id - cannot attribute transaction
T015840,,S007,2025-05-21 18:30:00,104.68,,Missing customer_id - cannot attribute transaction
T015843,,S015,2025-08-05 10:43:00,158.61,,Missing customer_id - cannot attribute transaction
T015881,,S012,2024-11-25 10:05:00,70.28,,Missing customer_id - cannot attribute transaction
T015906,,S002,2023-01-26 17:27:00,216.95,,Missing customer_id - cannot attribute transaction
T015920,,S010,2025-02-18 11:30:00,182.53,,Missing customer_id - cannot attribute transaction
T015934,,S009,2023-05-04 10:40:00,453.49,,Missing customer_id - cannot attribute transaction
T015941,,S006,2025-01-28 12:26:00,446.42,,Missing customer_id - cannot attribute transaction
T015946,,S010,2023-03-09 17:22:00,280.94,,Missing customer_id - cannot attribute transaction
T015961,,S015,2024-05-10 19:20:00,145.13,,Missing customer_id - cannot attribute transaction
T015988,,S004,2024-10-10 15:37:00,408.28,,Missing customer_id - cannot attribute transaction
T016007,,S003,2023-11-21 09:18:00,30.61,,Missing customer_id - cannot attribute transaction
T016035,,S013,2023-01-14 14:54:00,148.3,,Missing customer_id - cannot attribute transaction
T016070,,S011,2024-02-09 19:24:00,40.72,,Missing customer_id - cannot attribute transaction
T016090,,S010,2025-04-28 18:59:00,23.79,,Missing customer_id - cannot attribute transaction
T016093,,S014,2024-10-26 10:28:00,204.35,,Missing customer_id - cannot attribute transaction
T016117,,S013,2024-09-11 21:45:00,384.24,,Missing customer_id - cannot attribute transaction
T016120,,S001,2023-03-26 12:12:00,325.52,,Missing customer_id - cannot attribute transaction
T016156,,S002,2023-03-23 11:22:00,68.23,,Missing customer_id - cannot attribute transaction
T016160,,S008,2024-03-03 15:10:00,335.83,,Missing customer_id - cannot attribute transaction
T016194,,S003,2023-12-07 08:44:00,48.74,,Missing customer_id - cannot attribute transaction
T016237,,S005,2024-10-10 12:08:00,443.06,,Missing customer_id - cannot attribute transaction
T016240,,S013,2024-06-26 13:16:00,49.5,,Missing customer_id - cannot attribute transaction
T016251,,S006,2023-11-02 14:09:00,293.04,,Missing customer_id - cannot attribute transaction
T016256,,S004,2024-11-30 15:13:00,,,Missing customer_id - cannot attribute transaction
T016257,,S013,2025-03-12 11:25:00,146.1,,Missing customer_id - cannot attribute transaction
T016276,,S009,2025-09-27 10:27:00,473.7,,Missing customer_id - cannot attribute transaction
T016289,,S012,2024-01-05 08:56:00,134.26,,Missing customer_id - cannot attribute transaction
T016330,,S013,2023-11-10 17:20:00,17.35,,Missing customer_id - cannot attribute transaction
T016338,,,2023-03-29 14:22:00,340.09,,Missing customer_id - cannot attribute transaction
T016353,,S001,2023-02-15 08:31:00,83.84,,Missing customer_id - cannot attribute transaction
T016409,,S006,2024-03-13 09:07:00,305.59,,Missing customer_id - cannot attribute transaction
T016421,,S012,2023-01-11 12:06:00,242.46,,Missing customer_id - cannot attribute transaction
T016425,,S002,2023-03-26 11:15:00,328.5,,Missing customer_id - cannot attribute transaction
T016435,,S009,2024-05-30 17:34:00,198.08,,Missing customer_id - cannot attribute transaction
T016453,,S010,2025-06-27 14:37:00,32.03,,Missing customer_id - cannot attribute transaction
T016459,,S002,2024-06-28 08:24:00,134.7,,Missing customer_id - cannot attribute transaction
T016470,,S008,2023-09-01 08:40:00,495.07,,Missing customer_id - cannot attribute transaction
T016474,,S004,2024-08-11 08:35:00,323.67,,Missing customer_id - cannot attribute transaction
T016558,,S012,2023-04-22 13:03:00,161.67,,Missing customer_id - cannot attribute transaction
T016573,,S015,29-04-2023 18:03,39.46,,Missing customer_id - cannot attribute transaction
T016609,,S003,2024-06-04 10:33:00,196.13,,Missing customer_id - cannot attribute transaction
T016612,,S006,2023-04-23 21:19:00,372.49,,Missing customer_id - cannot attribute transaction
T016622,,S009,2023-06-18 17:58:00,,,Missing customer_id - cannot attribute transaction
T016630,,S001,07-01-2025 18:29,263.84,,Missing customer_id - cannot attribute transaction
T016656,,S005,2024-11-21 12:34:00,53.01,,Missing customer_id - cannot attribute transaction
T016662,,S010,10-03-2025 09:00,44.15,,Missing customer_id - cannot attribute transaction
T016663,,S013,15-09-2023 08:58,405.61,,Missing customer_id - cannot attribute transaction
T016701,,S005,2024-04-04 16:20:00,78.88,,Missing customer_id - cannot attribute transaction
T016771,,S014,2023-09-23 21:56:00,190.05,,Missing customer_id - cannot attribute transaction
T016782,,S014,2025-02-22 20:43:00,186.48,,Missing customer_id - cannot attribute transaction
T016793,,S004,2023-09-08 09:35:00,478.14,,Missing customer_id - cannot attribute transaction
T016803,,S015,2024-01-12 15:00:00,347.35,,Missing customer_id - cannot attribute transaction
T016827,,S014,2025-09-24 09:37:00,66.91,,Missing customer_id - cannot attribute transaction
T016873,,S011,2025-01-20 11:40:00,81.04,,Missing customer_id - cannot attribute transaction
T016877,,S013,2024/01/09,-284.13,,Missing customer_id - cannot attribute transaction
T016887,,S011,2025-01-31 14:52:00,463.77,,Missing customer_id - cannot attribute transaction
T016913,,S003,2023-02-12 10:36:00,312.26,,Missing customer_id - cannot attribute transaction
T016942,,S003,2025-06-28 11:17:00,380.82,,Missing customer_id - cannot attribute transaction
T016952,,S002,2023-08-11 14:19:00,135.22,,Missing customer_id - cannot attribute transaction
T016984,,S013,2025-05-18 20:07:00,94.03,,Missing customer_id - cannot attribute transaction
T016993,,S002,2024/02/20,129.59,,Missing customer_id - cannot attribute transaction
T016999,,S001,2025-04-27 09:57:00,15.01,,Missing customer_id - cannot attribute transaction
T017016,,S001,2025-07-07 12:13:00,91.06,,Missing customer_id - cannot attribute transaction
T017039,,S007,2023-01-21 15:37:00,302.44,,Missing customer_id - cannot attribute transaction
T017095,,S015,2025-02-19 18:28:00,493.35,,Missing customer_id - cannot attribute transaction
T017108,,S013,2025-03-11 16:00:00,26.61,,Missing customer_id - cannot attribute transaction
T017118,,S008,2025-01-20 18:00:00,90.19,,Missing customer_id - cannot attribute transaction
T017132,,S006,2023-03-17 16:48:00,468.62,,Missing customer_id - cannot attribute transaction
T017167,,S005,2023-08-14 14:05:00,492.09,,Missing customer_id - cannot attribute transaction
T017195,,S013,2023-09-13 15:07:00,420.29,,Missing customer_id - cannot attribute transaction
T017235,,,2023-09-01 14:17:00,247.51,,Missing customer_id - cannot attribute transaction
T017263,,S015,2023-01-05 14:54:00,92.33,,Missing customer_id - cannot attribute transaction
T017266,,S011,2025-07-22 10:03:00,208.88,,Missing customer_id - cannot attribute transaction
T017342,,S011,2024-01-05 14:39:00,227.88,,Missing customer_id - cannot attribute transaction
T017358,,S015,2024-12-28 20:23:00,291.23,,Missing customer_id - cannot attribute transaction
T017366,,S008,2023-04-09 17:00:00,63.15,,Missing customer_id - cannot attribute transaction
T017387,,,2023-03-08 18:35:00,284.92,,Missing customer_id - cannot attribute transaction
T017408,,S009,2024-07-05 15:58:00,311.44,,Missing customer_id - cannot attribute transaction
T017423,,S010,2024/03/06,329.51,,Missing customer_id - cannot attribute transaction
T017429,,S014,2024-06-02 17:33:00,389.71,,Missing customer_id - cannot attribute transaction
T017466,,S011,2023-11-15 15:11:00,414.19,,Missing customer_id - cannot attribute transaction
T017475,,S011,25-12-2023 11:41,302.25,,Missing customer_id - cannot attribute transaction
T017483,,S002,2025-07-16 18:22:00,86.19,,Missing customer_id - cannot attribute transaction
T017484,,S008,2023-12-12 09:24:00,320.68,,Missing customer_id - cannot attribute transaction
T017527,,S003,2024-05-04 18:07:00,426.01,,Missing customer_id - cannot attribute transaction
T017529,,S014,2024-06-28 20:47:00,119.72,,Missing customer_id - cannot attribute transaction
T017544,,S009,2025/03/23,77.92,,Missing customer_id - cannot attribute transaction
T017546,,S012,09-03-2024 10:35,463.03,,Missing customer_id - cannot attribute transaction
T017554,,S015,2025-07-21 14:09:00,12.88,,Missing customer_id - cannot attribute transaction
T017562,,S002,2024-05-29 19:12:00,319.65,,Missing customer_id - cannot attribute transaction
T017589,,S010,2024-01-22 21:51:00,395.02,,Missing customer_id - cannot attribute transaction
T017590,,S005,2024-11-29 19:25:00,121.47,,Missing customer_id - cannot attribute transaction
T017592,,S006,2023-06-01 16:01:00,154.74,,Missing customer_id - cannot attribute transaction
T017603,,S006,2025-06-30 17:46:00,464.34,,Missing customer_id - cannot attribute transaction
T017612,,S010,2025-06-06 19:35:00,127.0,,Missing customer_id - cannot attribute transaction
T017646,,S008,2024-05-29 20:35:00,436.12,,Missing customer_id - cannot attribute transaction
T017679,,S002,2023-10-07 15:05:00,315.0,,Missing customer_id - cannot attribute transaction
T017686,,S009,2025-08-09 09:57:00,231.75,,Missing customer_id - cannot attribute transaction
T017690,,S001,2023-09-08 15:30:00,101.52,,Missing customer_id - cannot attribute transaction
T017706,,S007,2023-02-14 13:52:00,87.44,,Missing customer_id - cannot attribute transaction
T017708,,S008,2024-06-03 20:22:00,133.21,,Missing customer_id - cannot attribute transaction
T017713,,S008,2025-04-10 21:53:00,182.82,,Missing customer_id - cannot attribute transaction
T017737,,S007,2023-01-27 15:26:00,54.62,,Missing customer_id - cannot attribute transaction
T017743,,S014,2024-11-19 12:43:00,81.57,,Missing customer_id - cannot attribute transaction
T017748,,S002,2023-09-18 18:00:00,362.1,,Missing customer_id - cannot attribute transaction
T017786,,S009,,165.24,,Missing customer_id - cannot attribute transaction
T017795,,,2024-12-11 16:49:00,375.87,,Missing customer_id - cannot attribute transaction
T017829,,S013,2023-01-22 21:21:00,41.25,,Missing customer_id - cannot attribute transaction
T017834,,S010,2023-02-14 08:12:00,,,Missing customer_id - cannot attribute transaction
T017857,,S012,2025-06-15 21:44:00,184.75,,Missing customer_id - cannot attribute transaction
T017931,,S001,2024-11-11 18:01:00,356.29,,Missing customer_id - cannot attribute transaction
T017935,,S015,2023-01-11 18:31:00,224.06,,Missing customer_id - cannot attribute transaction
T017998,,S001,2025-05-07 10:47:00,259.42,,Missing customer_id - cannot attribute transaction
T018029,,S003,2025-07-27 09:59:00,190.29,,Missing customer_id - cannot attribute transaction
T018059,,S008,2024-08-03 15:17:00,450.1,,Missing customer_id - cannot attribute transaction
T018060,,S001,2024-09-23 18:09:00,,,Missing customer_id - cannot attribute transaction
T018070,,S006,2024-09-16 20:24:00,362.97,,Missing customer_id - cannot attribute transaction
T018073,,S004,2024-11-19 13:27:00,302.33,,Missing customer_id - cannot attribute transaction
T018091,,S012,2024-04-20 13:44:00,372.0,,Missing customer_id - cannot attribute transaction
T018132,,S012,2024-01-21 16:52:00,472.69,,Missing customer_id - cannot attribute transaction
T018140,,S013,2023-11-04 08:57:00,155.14,,Missing customer_id - cannot attribute transaction
T018158,,S005,2023-10-27 13:03:00,282.97,,Missing customer_id - cannot attribute transaction
T018172,,S013,2023-12-04 18:38:00,193.94,,Missing customer_id - cannot attribute transaction
T018173,,S007,2024-11-13 16:22:00,457.27,,Missing customer_id - cannot attribute transaction
T018174,,S005,2025-07-12 09:17:00,96.32,,Missing customer_id - cannot attribute transaction
T018218,,S014,2023-12-15 09:26:00,48.81,,Missing customer_id - cannot attribute transaction
T018237,,S002,2024-01-07 18:18:00,186.1,,Missing customer_id - cannot attribute transaction
T018239,,S014,2024-01-17 21:23:00,137.23,,Missing customer_id - cannot attribute transaction
T018295,,S001,2023-11-18 10:09:00,,,Missing customer_id - cannot attribute transaction
T018309,,S012,19-05-2024 14:11,459.34,,Missing customer_id - cannot attribute transaction
T018360,,S007,2024-12-23 11:20:00,225.39,,Missing customer_id - cannot attribute transaction
T018385,,S002,2024-10-04 15:32:00,376.1,,Missing customer_id - cannot attribute transaction
T018423,,S001,2023-01-25 16:04:00,101.02,,Missing customer_id - cannot attribute transaction
T018440,,S007,2024-02-29 09:09:00,237.52,,Missing customer_id - cannot attribute transaction
T018453,,S012,2025-06-19 09:44:00,128.59,,Missing customer_id - cannot attribute transaction
T018463,,S013,2025-01-15 21:46:00,329.55,,Missing customer_id - cannot attribute transaction
T018540,,S001,2025-07-22 19:43:00,339.28,,Missing customer_id - cannot attribute transaction
T018543,,S011,2023-09-24 09:05:00,264.16,,Missing customer_id - cannot attribute transaction
T018555,,S011,2025-01-17 18:19:00,401.21,,Missing customer_id - cannot attribute transaction
T018635,,S006,2023-05-17 12:47:00,136.28,,Missing customer_id - cannot attribute transaction
T018653,,S010,2024-08-04 19:24:00,134.19,,Missing customer_id - cannot attribute transaction
T018678,,S006,2025-02-23 11:45:00,351.9,,Missing customer_id - cannot attribute transaction
T018687,,S009,2024-07-01 12:58:00,282.83,,Missing customer_id - cannot attribute transaction
T018692,,S012,2023-05-15 14:36:00,208.48,,Missing customer_id - cannot attribute transaction
T018698,,S015,2024-08-01 15:08:00,247.12,,Missing customer_id - cannot attribute transaction
T018708,,S013,2025-06-25 09:24:00,161.26,,Missing customer_id - cannot attribute transaction
T018739,,S014,2023-05-20 20:05:00,413.73,,Missing customer_id - cannot attribute transaction
T018747,,S002,2024-07-26 08:58:00,215.41,,Missing customer_id - cannot attribute transaction
T018759,,S005,2025-02-27 18:05:00,467.17,,Missing customer_id - cannot attribute transaction
T018769,,S010,2023-03-13 16:48:00,149.97,,Missing customer_id - cannot attribute transaction
T018771,,S008,2025-02-19 19:47:00,315.35,,Missing customer_id - cannot attribute transaction
T018772,,S009,,346.9,,Missing customer_id - cannot attribute transaction
T018870,,S012,2024-03-23 19:55:00,137.01,,Missing customer_id - cannot attribute transaction
T018877,,S014,10-07-2023 12:24,254.59,,Missing customer_id - cannot attribute transaction
T018895,,S008,2024-11-02 17:56:00,126.5,,Missing customer_id - cannot attribute transaction
T018918,,S001,2024-01-12 13:22:00,342.14,,Missing customer_id - cannot attribute transaction
T018927,,S010,2025-07-28 14:10:00,235.4,,Missing customer_id - cannot attribute transaction
T018942,,S011,2024-12-05 14:05:00,491.12,,Missing customer_id - cannot attribute transaction
T018971,,S010,2023-12-05 13:45:00,360.72,,Missing customer_id - cannot attribute transaction
T019035,,S010,2024-01-29 14:38:00,53.3,,Missing customer_id - cannot attribute transaction
T019038,,S011,2025/09/23,142.9,,Missing customer_id - cannot attribute transaction
T019050,,S008,2023-12-16 13:29:00,85.75,,Missing customer_id - cannot attribute transaction
T019052,,S012,2025-02-25 20:39:00,98.91,,Missing customer_id - cannot attribute transaction
T019096,,S013,2023-09-07 11:42:00,282.25,,Missing customer_id - cannot attribute transaction
T019112,,S005,2023-10-06 20:02:00,293.55,,Missing customer_id - cannot attribute transaction
T019139,,S003,2023-06-06 19:19:00,324.74,,Missing customer_id - cannot attribute transaction
T019144,,S007,2023-11-15 17:53:00,266.52,,Missing customer_id - cannot attribute transaction
T019156,,S008,2025-06-12 18:09:00,303.59,,Missing customer_id - cannot attribute transaction
T019160,,S015,2023-08-16 12:43:00,252.55,,Missing customer_id - cannot attribute transaction
T019182,,S004,2025-05-11 08:40:00,86.49,,Missing customer_id - cannot attribute transaction
T019200,,S005,2024-04-12 09:07:00,66.43,,Missing customer_id - cannot attribute transaction
T019208,,S001,2024-08-25 19:02:00,463.83,,Missing customer_id - cannot attribute transaction
T019224,,S006,2023-03-04 10:22:00,30.16,,Missing customer_id - cannot attribute transaction
T019238,,S002,2024-11-04 19:33:00,418.89,,Missing customer_id - cannot attribute transaction
T019246,,S008,2025-07-22 19:57:00,458.43,,Missing customer_id - cannot attribute transaction
T019261,,S010,2025-07-25 20:05:00,323.09,,Missing customer_id - cannot attribute transaction
T019264,,S013,2024-12-24 13:46:00,328.14,,Missing customer_id - cannot attribute transaction
T019287,,S001,2023-05-02 18:14:00,418.18,,Missing customer_id - cannot attribute transaction
T019288,,S013,2023-10-01 14:07:00,22.6,,Missing customer_id - cannot attribute transaction
T019301,,S002,2023-09-26 21:09:00,364.5,,Missing customer_id - cannot attribute transaction
T019306,,S002,2024-07-09 21:31:00,400.93,,Missing customer_id - cannot attribute transaction
T019307,,S002,2024-10-24 21:21:00,183.2,,Missing customer_id - cannot attribute transaction
T019338,,S012,2024-07-20 19:04:00,240.41,,Missing customer_id - cannot attribute transaction
T019342,,S001,2023/04/28,120.39,,Missing customer_id - cannot attribute transaction
T019354,,S011,2024-05-19 20:43:00,232.57,,Missing customer_id - cannot attribute transaction
T019384,,S012,2024-09-18 08:20:00,195.14,,Missing customer_id - cannot attribute transaction
T019408,,S002,2023-11-01 14:40:00,296.01,,Missing customer_id - cannot attribute transaction
T019416,,S015,,123.86,,Missing customer_id - cannot attribute transaction
T019455,,S013,2023-09-24 11:26:00,247.11,,Missing customer_id - cannot attribute transaction
